x,y,z
46,25.78932504787978,11.611598530741034
42,29.409809857096512,7.694502453784738
47,27.96301227054324,5.612099021592174
41,28.82725041880732,6.034108771419722
48,25.99042854706447,9.364295346451161
45,25.27989705553485,3.1430609471442414
48,25.405242972374676,5.560662093976046
41,26.73838913289321,6.775735958827161
48,28.753123831090893,2.333872819166427
49,25.150457138542098,10.91993125195193
50,28.9845258162152,8.031026029156209
42,28.01135550049018,5.773055143552612
50,25.35348610699788,1.2166626177589337
40,29.10693114904428,2.29962870004574
49,27.301966831213967,7.888709149582027
44,28.709629550787405,4.105266657420585
50,28.013115098615184,13.140797508258137
40,25.823980892822256,4.039267953928205
41,29.450382256674903,9.463900919146202
49,25.95278180298414,-6.343375058946918
47,28.01556931855989,7.962146091941183
41,28.926648958202822,9.323369538361217
40,25.138972590783084,1.6259164149067442
49,25.762130618760793,10.14404142283833
46,25.816019549873552,5.993728858947213
41,25.130313102370515,3.860248739721274
48,29.88769153587359,0.906023029701525
50,29.756056859364215,5.105400701452963
47,28.13959802020448,-1.8509075152790926
40,29.085707326044265,3.483013168479175
40,27.432830864967237,-0.1742010872073978
50,29.808409046154207,3.9813940288032
49,28.607562572145802,5.8202395717830315
47,26.373241299408118,-2.122220669323915
44,26.551185920936888,3.3196046697768526
43,29.90830678707886,4.309539655442798
41,29.773994082154935,3.9515859529810684
42,27.003597639148854,1.963739078683278
45,27.463411518267733,4.020118089875372
47,27.923662060209868,5.77044055831348
41,25.197088975526572,8.153469239815433
46,26.957990455224532,4.363377871057841
50,27.375111471901352,0.4634727314326641
40,26.85359948604563,5.470407457623969
42,26.31912183129086,7.5297344258985675
40,29.790934257073864,10.724675190237086
41,28.585348212709736,6.372219676349789
46,28.65738230155148,7.419359429143107
44,25.147796147204655,11.40853966698445
40,28.76606190481525,-4.086089583799032
44,29.94467308182474,-3.7762063712187466
44,26.1563962824899,2.7425367451562868
46,27.0148050148207,6.973439644672058
47,29.060936766220742,6.157442106341581
49,27.594417421872983,4.542158666138217
47,27.258406413337987,7.414362868659033
50,27.743053616769007,14.818198510866374
42,27.704095581442353,2.4515754946061876
40,25.614922714358002,6.865784476399806
50,25.772659125995297,7.735206039022406
50,28.042982756897914,-2.956174955122096
43,26.895188049674925,3.730886876613503
45,28.377214218073416,13.203046218038027
50,27.505372130389553,0.6826901555166902
41,29.0884109098858,5.9604669409228554
43,29.8914741221696,3.4528970386932247
40,25.398578360677572,8.608268232554776
42,29.17909105091374,3.7750158709028625
43,28.555517370597055,12.576173890571578
40,25.79202980882474,11.987349770093594
42,29.748486673059972,0.7229582827736829
43,25.518720398300914,3.613509809749427
42,29.056348767993473,8.12441823731687
47,27.200511502543666,7.812337789177096
43,25.599710122032587,6.953090718032756
46,25.256627361911665,8.211137437026856
48,27.79479540227623,-1.3015056046195497
48,29.79881709326289,7.224277430894678
45,27.243009416984236,7.3858284671420185
42,27.115105796563988,3.914061863159043
41,26.407510791871612,8.450538950672167
50,28.922145994554747,7.169850471161043
48,28.989513752048012,0.10386678018485362
45,28.943016975850274,3.842102511994721
50,28.027411452272077,10.105483177474149
42,28.31248693658845,3.091917728836511
50,26.19613861965409,7.539689416642112
43,29.919853572899164,6.268278879290204
41,29.30918002561744,11.409569209456702
41,28.229268323199054,0.3599754117482732
49,25.79176852522132,2.860978043836542
46,26.420965186041173,5.714656792570462
42,28.34215577734708,3.010498092483279
50,28.377007703513083,-0.4037836005734077
40,29.507613685754578,6.084322992894527
48,28.37373924865911,3.784783208639764
47,29.333718565587674,11.217911336481091
48,26.93688087718537,7.243308528796188
43,27.2929193808891,14.222916943335136
47,27.113099070307705,10.789329410711737
